store_id,sku_id,avg_daily_demand,demand_std_dev,lead_time_days,category,service_level_target,z_score,safety_stock,ROP,on_hand_close,target_stock,ROQ
ST001,SKU0001,3.6491228070175437,2.669210879041216,4.439655172413793,personalcare,0.9299999999999999,1.47579102817917,8.300081789550166,24.500928734498743,0.0,24.500928734498746,24.500928734498746
ST001,SKU0002,4.0,2.7710235344672607,4.439655172413793,homecare,0.9199999999999999,1.4050715603096322,8.20376625199374,25.96238694164891,0.0,25.962386941648916,25.962386941648916
ST001,SKU0003,7.491228070175438,4.342986164156541,6.0,snacks,0.94,1.5547735945968535,16.539837073311062,61.48720549436369,0.0,49.79830652279685,49.79830652279685
ST001,SKU0004,8.333333333333334,4.943730999000269,2.0,snacks,0.94,1.5547735945968535,10.87018625834354,27.53685292501021,0.0,47.86731269512515,47.86731269512515
ST001,SKU0005,6.4035087719298245,3.692945248921086,4.439655172413793,beverages,0.95,1.6448536269514722,12.798961880921437,41.22833272181678,0.0,41.228332721816784,41.228332721816784
ST001,SKU0006,9.789473684210526,5.936379494587538,2.0,dairy,0.9299999999999999,1.47579102817917,12.38972080465427,31.968668173075322,0.0,55.851608281968254,55.851608281968254
ST001,SKU0007,10.947368421052632,6.990864070422757,1.0,dairy,0.9299999999999999,1.47579102817917,10.317054474350018,21.26442289540265,0.0,58.919595309195756,58.919595309195756
ST001,SKU0008,8.035087719298245,5.490136975524842,5.0,beverages,0.95,1.6448536269514722,20.192748627324036,60.36818722381526,0.0,55.865767381105044,55.865767381105044
ST001,SKU0009,2.736842105263158,1.986798535597566,8.0,homecare,0.9199999999999999,1.4050715603096322,7.895820525857725,29.79055736796299,0.0,20.04645573456916,20.04645573456916
ST001,SKU0010,3.263157894736842,2.7936555403620336,7.0,homecare,0.9199999999999999,1.4050715603096322,10.385330446039841,33.227435709197735,0.0,24.872626271811168,24.872626271811168
ST001,SKU0011,6.842105263157895,4.34983363263228,5.0,beverages,0.95,1.6448536269514722,15.998707774686551,50.20923409047602,0.0,46.37529579646514,46.37529579646514
ST001,SKU0012,9.0,5.644213218610974,2.0,dairy,0.9299999999999999,1.47579102817917,11.779945336090382,29.779945336090382,0.0,51.73684188781452,51.73684188781452
ST001,SKU0013,7.2631578947368425,4.029029995764107,3.0,beverages,0.95,1.6448536269514722,11.478585800143154,33.268059484353685,0.0,43.72450231556965,43.72450231556965
ST001,SKU0014,8.491228070175438,6.822030507893276,4.0,snacks,0.94,1.5547735945968535,21.213425790413254,55.17833807111501,0.0,58.911550412312835,58.911550412312835
